id,atom_counts,z_variance
2dm-3198,"{'Y': 2, 'I': 2}",2.69
2dm-3200,"{'Cd': 12, 'As': 8}",2.38
2dm-3201,"{'Si': 2, 'C': 4, 'O': 4}",1.33
2dm-3202,"{'Y': 2, 'Mg': 2}",3.12
2dm-3203,"{'Sn': 1, 'S': 2}",1.21
2dm-3204,"{'K': 2, 'Sn': 2, 'N': 6}",2
2dm-3205,"{'Ti': 3, 'H': 2, 'O': 4}",3.06
2dm-3206,{'Bi': 4},1.55
2dm-3207,"{'Li': 1, 'Mn': 1, 'Se': 2}",1.49
2dm-3209,"{'Sb': 4, 'Te': 6}",0.97
2dm-3210,"{'Pb': 4, 'S': 4}",1.33
2dm-3211,"{'Al': 1, 'Ag': 1, 'O': 2}",1.51
2dm-3212,"{'Al': 2, 'Zn': 1, 'S': 4}",3.2
2dm-3213,"{'Ca': 3, 'Mg': 3}",4.92
2dm-3214,"{'V': 1, 'S': 2}",1.22
2dm-3215,"{'Na': 1, 'I': 1}",0
2dm-3216,"{'Ho': 2, 'S': 2, 'I': 2}",2.07
2dm-3217,"{'Ag': 2, 'N': 2}",0.43
2dm-3218,"{'Mg': 3, 'Ti': 3}",4.25
2dm-3222,"{'K': 2, 'P': 2, 'O': 8}",1.41
2dm-3223,"{'Pd': 1, 'N': 1}",0
2dm-3224,"{'Ni': 1, 'S': 2}",0.85
2dm-3226,"{'Tl': 4, 'Si': 2, 'Se': 6}",1.37
2dm-3227,"{'Ho': 2, 'B': 2, 'C': 2}",1.58
2dm-3228,"{'H': 2, 'C': 2}",0.96
2dm-3229,"{'Na': 1, 'Mn': 1, 'Te': 2}",1.83
2dm-3230,"{'Ag': 2, 'I': 1, 'O': 6}",0.87
2dm-3231,"{'Ti': 2, 'Te': 2, 'P': 1}",2.16
2dm-3232,"{'Ba': 2, 'Mg': 2, 'Sn': 2}",2.14
2dm-3233,"{'Mg': 5, 'Ti': 5}",2.93
2dm-3234,"{'Al': 2, 'Bi': 4, 'O': 8}",0.18
2dm-3235,"{'Na': 1, 'Ti': 2, 'H': 1, 'O': 5}",2.81
2dm-3236,"{'Zn': 1, 'O': 2}",0.77
2dm-3237,"{'Mn': 2, 'Ga': 2, 'S': 5}",4
2dm-3238,"{'V': 2, 'P': 2, 'S': 6}",1.3
2dm-3239,"{'Ce': 2, 'Se': 4}",2.21
2dm-3242,"{'Cd': 1, 'S': 1}",0.08
2dm-3243,"{'Pd': 2, 'Cl': 4}",1.12
2dm-3244,"{'Al': 2, 'Ru': 1}",1.16
2dm-3245,"{'Th': 1, 'Co': 5}",0
2dm-3246,"{'Na': 2, 'Zr': 1, 'N': 2}",1.78
2dm-3249,"{'Hf': 2, 'Si': 2, 'Te': 2}",2.36
2dm-3250,"{'Bi': 4, 'S': 4, 'O': 2}",3.66
2dm-3253,"{'Ho': 2, 'Fe': 2, 'Ge': 4}",2.15
2dm-3254,"{'Fe': 1, 'Bi': 1, 'O': 3}",1.25
2dm-3255,"{'Y': 1, 'Cu': 2, 'S': 2}",1.71
2dm-3257,"{'Ba': 2, 'Mg': 2, 'Pb': 2}",2.19
2dm-3258,"{'Ce': 2, 'Sb': 4, 'Se': 8}",1.14
2dm-3259,{'Ni': 4},1.01
2dm-3260,"{'Sr': 1, 'Ta': 2, 'O': 7}",2.37
2dm-3261,"{'Sr': 2, 'Fe': 4, 'Se': 4, 'O': 2}",1.66
2dm-3262,"{'Mg': 2, 'Bi': 4}",1.86
2dm-3263,"{'In': 2, 'Se': 3}",2.37
2dm-3264,"{'Mg': 6, 'Ti': 6}",3.46
2dm-3265,"{'Ca': 2, 'C': 4}",0.94
2dm-3266,"{'Ho': 2, 'Te': 6}",3.42
2dm-3267,"{'Ag': 2, 'Se': 1, 'O': 4}",0.88
2dm-3268,"{'Ho': 2, 'Te': 6}",3.61
2dm-3269,"{'Zn': 4, 'Si': 4, 'N': 8}",1.39
2dm-3270,"{'Tm': 1, 'Sb': 2}",2.11
2dm-3271,"{'Hg': 2, 'S': 2, 'Br': 2}",0.92
2dm-3273,"{'Er': 2, 'Mg': 2, 'Ru': 1}",2.81
2dm-3274,{'C': 1},0
2dm-3275,"{'Lu': 2, 'Te': 6}",3.56
2dm-3276,"{'Hf': 2, 'Te': 6}",2.54
2dm-3277,"{'Zn': 1, 'O': 1}",0
2dm-3278,"{'Pb': 2, 'S': 2}",0.93
2dm-3279,"{'Sr': 2, 'N': 1}",1.13
2dm-3280,"{'Ca': 2, 'Ni': 2, 'Ge': 2}",1.49
2dm-3281,"{'Zn': 1, 'Bi': 1}",0.13
2dm-3282,"{'Mg': 2, 'Sn': 2}",2.81
2dm-3283,"{'Mg': 3, 'Sb': 3}",2.15
2dm-3284,"{'Pb': 6, 'N': 4}",1.1
2dm-3285,"{'Ca': 1, 'B': 2, 'H': 2}",1.33
2dm-3286,"{'Zn': 1, 'Ga': 2, 'S': 4}",3.25
2dm-3287,"{'Pt': 1, 'Se': 2}",1.08
2dm-3288,"{'Al': 2, 'Zn': 2, 'S': 5}",3.94
2dm-3289,"{'Mg': 4, 'In': 8, 'Se': 16}",3.56
2dm-3290,"{'Nb': 1, 'F': 4}",1.2
2dm-3291,"{'Ce': 2, 'Mg': 2}",1.83
2dm-3292,"{'Lu': 2, 'Te': 6}",3.37
2dm-3293,"{'La': 2, 'I': 2, 'O': 6}",2.51
2dm-3294,"{'Nb': 2, 'Pd': 1, 'S': 6}",1.24
2dm-3295,"{'Cu': 2, 'Sn': 2, 'Au': 2}",3.06
2dm-3296,"{'Mg': 1, 'Sn': 2}",2.01
2dm-3298,"{'Ca': 2, 'B': 2, 'O': 6}",1.8
2dm-3299,"{'Mg': 2, 'Co': 2, 'Ge': 2}",1.41
2dm-3300,"{'Mg': 4, 'Fe': 2}",2.04
2dm-3303,"{'Sr': 2, 'Cu': 2}",1.41
2dm-3304,"{'Li': 8, 'Ge': 4, 'N': 8}",1.33
2dm-3305,"{'Nd': 1, 'Ge': 5}",1.37
2dm-3306,"{'Cu': 4, 'Br': 2, 'O': 6}",1.06
2dm-3308,"{'La': 1, 'Ge': 5}",1.36
2dm-3309,"{'Sn': 8, 'Ir': 2}",1.24
2dm-3310,"{'Hf': 1, 'Mg': 6, 'Nb': 1}",1.51
2dm-3311,"{'Hg': 2, 'Se': 2, 'O': 8}",1.39
2dm-3312,{'As': 2},0.7
2dm-3313,"{'V': 2, 'H': 2, 'O': 5}",1.58
2dm-3314,"{'Y': 2, 'Co': 2, 'Ge': 4}",2.16
2dm-3315,"{'H': 8, 'W': 2}",1.85
2dm-3316,"{'Ga': 2, 'Fe': 2, 'S': 5}",3.9
2dm-3317,"{'K': 2, 'U': 2, 'Cl': 2, 'O': 6}",1.97
2dm-3318,"{'Tl': 2, 'Cu': 6, 'S': 4}",1.81
2dm-3319,"{'Hf': 1, 'Al': 5, 'Ni': 2}",2.16
2dm-3320,"{'La': 2, 'Mg': 4}",2.31
2dm-3321,"{'Ca': 1, 'In': 2, 'N': 2}",1.92
2dm-3322,"{'Ga': 1, 'Cu': 1, 'S': 2}",1.92
2dm-3324,"{'Ca': 2, 'C': 4, 'S': 4, 'N': 4}",1.59
2dm-3325,"{'Pr': 4, 'B': 2, 'C': 2}",1.12
2dm-3326,"{'Zn': 2, 'Si': 2, 'O': 6}",1.02
2dm-3327,"{'Ni': 2, 'P': 2, 'Se': 6}",1.3
2dm-3328,"{'Er': 2, 'Fe': 2, 'Ge': 4}",2.16
2dm-3329,"{'Zr': 2, 'Ge': 2, 'Te': 8}",2.15
2dm-3330,"{'Ge': 2, 'Te': 2}",1.37
2dm-3331,"{'Mg': 4, 'Ti': 2}",2.24
2dm-3332,"{'Dy': 1, 'Cu': 2, 'S': 2}",1.7
2dm-3333,"{'Cu': 1, 'S': 1}",0.25
2dm-3335,"{'Na': 8, 'Zn': 4, 'S': 8}",2.83
2dm-3336,"{'Sr': 2, 'Fe': 4, 'S': 4, 'O': 2}",1.68
2dm-3338,"{'Sn': 2, 'S': 2}",0.93
2dm-3339,"{'Tb': 1, 'Ge': 5}",1.47
2dm-3340,"{'Na': 2, 'Er': 2, 'S': 4, 'O': 16}",2.84
2dm-3341,"{'Mg': 1, 'Sn': 1}",0
2dm-3342,"{'Lu': 1, 'Sb': 2}",2.08
2dm-3343,"{'Ti': 2, 'S': 2, 'Cl': 2}",1.64
2dm-3344,"{'Y': 1, 'Mg': 2}",2.26
2dm-3345,"{'Er': 1, 'Sb': 2}",2.11
2dm-3346,"{'Pr': 1, 'Al': 3, 'Cu': 1}",1.47
2dm-3347,"{'Rb': 1, 'O': 2}",2.19
2dm-3348,"{'Ca': 2, 'Mg': 2}",3.27
2dm-3349,"{'K': 1, 'Rb': 1, 'Mg': 6, 'O': 7}",2.74
2dm-3350,"{'Al': 2, 'Zn': 2, 'S': 5}",4.13
2dm-3351,"{'Pa': 2, 'P': 4}",0.9
2dm-3352,"{'Ge': 1, 'S': 2}",1.17
2dm-3354,"{'Mg': 1, 'Ga': 2}",2.04
2dm-3355,"{'Ce': 2, 'Mg': 2}",3.36
2dm-3356,{'Sb': 2},0.83
2dm-3358,"{'Sm': 1, 'Ge': 5}",1.37
2dm-3359,"{'Ti': 1, 'Ag': 1, 'Se': 2}",2.17
2dm-3361,"{'Si': 2, 'O': 1}",1.2
2dm-3362,"{'Tb': 2, 'C': 2, 'Br': 2}",2.11
2dm-3363,"{'Ca': 2, 'O': 2}",1.18
2dm-3365,{'Bi': 8},1.56
2dm-3366,"{'Li': 1, 'P': 3}",0.78
2dm-3367,"{'La': 1, 'Nb': 2, 'O': 7}",2.42
2dm-3368,"{'Mg': 3, 'Sb': 3}",2.22
2dm-3369,"{'Y': 1, 'Mg': 5}",2.1
2dm-3370,"{'Tb': 2, 'Co': 2, 'Ge': 4}",2.15
2dm-3371,"{'Cu': 2, 'F': 4}",0.78
2dm-3372,"{'Au': 1, 'N': 2}",0.35
2dm-3373,{'Br': 1},0
2dm-3374,"{'Ga': 2, 'O': 3}",0
2dm-3375,"{'Sm': 2, 'Si': 6, 'Ni': 2}",3.24
2dm-3376,"{'Sr': 2, 'Bi': 2, 'S': 4, 'F': 2}",3.67
2dm-3377,"{'Ni': 2, 'Te': 2}",1.39
2dm-3378,"{'Ti': 1, 'Ag': 1, 'F': 6}",0.93
2dm-3379,"{'Li': 2, 'Ag': 1, 'Sn': 2}",1.44
2dm-3380,"{'Mg': 2, 'Rh': 1}",1.18
2dm-3382,"{'Ce': 1, 'Al': 3, 'Cu': 1}",1.58
2dm-3383,"{'U': 1, 'Tl': 2, 'O': 4}",1.56
2dm-3384,"{'Rb': 1, 'Hf': 1, 'Mg': 6, 'O': 7}",2.97
2dm-3385,"{'Tm': 1, 'Cu': 2, 'S': 2}",1.65
2dm-3386,"{'Tb': 1, 'Sb': 2}",2.15
2dm-3388,"{'Hg': 1, 'Br': 2}",1.36
2dm-3389,"{'Sr': 2, 'Co': 1, 'Br': 2, 'O': 2}",1.82
2dm-3390,"{'Hf': 2, 'Ge': 4}",2.06
2dm-3391,"{'Hf': 2, 'Se': 6}",2.32
2dm-3392,"{'Rb': 1, 'Hf': 1, 'Mg': 6, 'O': 7}",2.67
2dm-3393,"{'Ag': 1, 'Cl': 1, 'O': 4}",0.7
2dm-3394,"{'U': 2, 'Br': 2, 'O': 4}",2.23
2dm-3395,"{'Rb': 1, 'Na': 1, 'Mg': 6, 'O': 7}",2.73
2dm-3397,"{'Ce': 2, 'S': 2}",1.43
2dm-3398,"{'Sb': 2, 'Te': 2, 'I': 2}",1.53
2dm-3399,"{'Mg': 6, 'V': 1, 'C': 1}",1.55
2dm-3400,"{'Ti': 2, 'N': 2, 'F': 2}",1.36
2dm-3402,"{'Be': 2, 'B': 1, 'O': 5}",1.08
2dm-3403,"{'Sn': 6, 'F': 16}",1.09
2dm-3404,{'P': 4},1.07
2dm-3405,"{'Cu': 1, 'Br': 1}",0
2dm-3406,"{'Bi': 2, 'Br': 2, 'O': 2}",1.81
2dm-3408,"{'La': 2, 'Br': 2, 'O': 2}",1.8
2dm-3409,"{'Mo': 1, 'Se': 2}",1.37
2dm-3410,"{'Li': 2, 'Co': 2, 'As': 2}",1.43
2dm-3411,"{'Ti': 1, 'Cu': 1, 'F': 6}",0.91
2dm-3412,"{'K': 2, 'H': 4, 'N': 2}",1.91
2dm-3413,"{'Zr': 2, 'Ge': 4}",2.09
2dm-3414,"{'Zr': 2, 'Te': 2, 'P': 1}",2.3
2dm-3415,"{'Bi': 4, 'Se': 4}",0.92
2dm-3416,"{'Pb': 2, 'I': 2, 'F': 2}",1.98
2dm-3417,"{'Zr': 2, 'Te': 6}",2.56
2dm-3418,"{'Cr': 2, 'S': 2, 'Br': 2}",1.77
2dm-3419,"{'Eu': 2, 'Zn': 1, 'Ge': 3}",2.61
2dm-3420,"{'Y': 1, 'Sb': 2}",2.12
2dm-3421,"{'Zn': 4, 'Si': 2, 'O': 8}",1.3
2dm-3422,"{'Cu': 4, 'Te': 2}",1.68
2dm-3424,"{'Ge': 2, 'S': 2}",1.19
2dm-3425,"{'U': 4, 'Te': 3, 'O': 4}",3.73
2dm-3427,"{'Cr': 3, 'N': 2}",0.26
2dm-3428,"{'U': 2, 'I': 6}",1.63
2dm-3429,"{'Sr': 2, 'Cu': 1, 'Cl': 2, 'O': 2}",1.82
2dm-3430,"{'Ba': 2, 'I': 2, 'F': 2}",1.94
2dm-3431,"{'U': 2, 'Pb': 4}",2.34
2dm-3433,"{'Ca': 1, 'Sn': 4, 'S': 9}",2.91
2dm-3435,"{'Ta': 4, 'Ni': 4, 'Te': 8}",1.51
2dm-3436,"{'U': 2, 'Te': 2, 'P': 2}",2.22
2dm-3437,"{'Zr': 6, 'S': 2, 'O': 18}",2.37
2dm-3438,"{'La': 2, 'Se': 2}",1.54
2dm-3439,"{'Dy': 2, 'Cl': 6}",1.31
2dm-3440,"{'P': 4, 'H': 8, 'Pb': 2, 'O': 8}",2.25
2dm-3441,"{'Ni': 1, 'Te': 2}",1.13
2dm-3443,"{'Nb': 2, 'Te': 10, 'Pd': 2}",1.38
2dm-3444,"{'Zr': 2, 'Cl': 2}",2.24
2dm-3445,"{'Zr': 2, 'Si': 2, 'Te': 2}",2.38
2dm-3446,"{'Th': 2, 'Br': 2, 'N': 2}",1.81
2dm-3447,{'As': 4},1.21
2dm-3448,"{'Sn': 2, 'C': 4, 'Cl': 4}",1.01
2dm-3449,"{'Ag': 2, 'N': 6}",0.39
2dm-3450,"{'K': 1, 'Rb': 1, 'Mg': 6, 'O': 7}",3.46
2dm-3451,"{'Li': 4, 'Bi': 4, 'O': 8}",2.19
2dm-3453,"{'Bi': 6, 'Te': 6}",7.06
2dm-3454,"{'Er': 2, 'Co': 2, 'Ge': 4}",2.17
2dm-3455,"{'Ge': 1, 'I': 2}",1.44
2dm-3456,"{'Y': 2, 'S': 2}",1.42
2dm-3457,"{'Bi': 4, 'Se': 6}",1.87
2dm-3460,"{'Ti': 2, 'Br': 2, 'N': 2}",1.66
2dm-3461,"{'Er': 2, 'Se': 2, 'I': 2}",2.07
2dm-3462,"{'Nb': 6, 'Ge': 2, 'Te': 12}",1.46
2dm-3463,"{'Nb': 2, 'Cr': 2, 'Se': 10}",2.22
2dm-3465,"{'Mn': 1, 'H': 2, 'O': 2}",1.47
2dm-3466,"{'K': 2, 'Fe': 4, 'Se': 6}",1.16
2dm-3467,"{'Te': 2, 'Rh': 2, 'Cl': 2}",1.12
2dm-3469,"{'V': 4, 'Pb': 2, 'O': 12}",2.59
2dm-3470,"{'Na': 1, 'Sb': 5, 'O': 8}",1.14
2dm-3471,"{'Hf': 3, 'Te': 2}",2.2
2dm-3473,"{'Bi': 2, 'Te': 2, 'S': 1}",2.5
2dm-3474,"{'Si': 6, 'P': 6}",1.54
2dm-3476,"{'Ag': 4, 'Cl': 4, 'O': 8}",1.72
2dm-3477,"{'Sc': 2, 'C': 1, 'Cl': 2}",1.99
2dm-3478,"{'Pb': 2, 'Br': 4}",1.39
2dm-3481,"{'U': 2, 'N': 2, 'Cl': 2}",1.74
2dm-3482,"{'Cd': 12, 'P': 8}",2.27
2dm-3484,"{'Th': 2, 'I': 2, 'N': 2}",1.93
2dm-3486,"{'Cu': 2, 'Te': 2}",1.41
2dm-3488,"{'Se': 8, 'O': 20}",0.9
2dm-3489,"{'Na': 1, 'N': 3}",0.01
2dm-3490,"{'Bi': 8, 'Te': 4, 'O': 20}",3.12
2dm-3491,"{'Au': 4, 'Se': 4, 'O': 14}",0.81
2dm-3492,"{'Ag': 4, 'I': 2, 'O': 2, 'F': 2}",1.85
2dm-3493,"{'Ce': 4, 'Se': 8}",2.7
2dm-3494,"{'Pb': 2, 'Br': 2, 'Cl': 2}",1.31
2dm-3495,"{'Au': 2, 'I': 2}",1.57
2dm-3496,"{'Tl': 8, 'O': 6}",2.55
2dm-3497,"{'Te': 4, 'W': 2}",1.49
2dm-3498,"{'Y': 2, 'C': 2, 'I': 2}",2.17
2dm-3499,"{'Ge': 3, 'Sb': 2, 'O': 9}",1.33
2dm-3501,"{'Mg': 8, 'Si': 4}",2.67
2dm-3502,"{'Te': 8, 'I': 8}",1.96
2dm-3503,"{'Na': 2, 'Mn': 2, 'As': 2}",1.79
2dm-3505,"{'Mn': 2, 'Ni': 1, 'O': 6}",0.78
2dm-3506,"{'Au': 2, 'Se': 2}",0.95
2dm-3507,"{'Ca': 2, 'H': 2, 'Br': 2}",1.71
2dm-3508,"{'Nd': 1, 'I': 2}",1.55
2dm-3509,"{'Li': 4, 'Te': 2, 'O': 6}",1.43
2dm-3510,"{'Nd': 2, 'Br': 2, 'O': 2}",1.79
2dm-3511,"{'Zr': 2, 'I': 8, 'O': 24}",2.1
2dm-3513,"{'Ta': 1, 'S': 2}",1.28
2dm-3514,"{'Li': 2, 'V': 4, 'O': 10}",1.57
2dm-3515,"{'Ti': 2, 'Cl': 2, 'O': 2}",1.61
2dm-3517,"{'Cu': 2, 'Br': 2}",1.18
2dm-3518,"{'Hg': 8, 'Cl': 4, 'O': 4}",0.97
2dm-3519,"{'P': 4, 'O': 10}",1.38
2dm-3520,"{'Ca': 2, 'Mn': 2, 'Ge': 2}",1.75
2dm-3522,"{'Li': 2, 'V': 4, 'O': 10}",1.21
2dm-3523,"{'Ga': 2, 'Te': 2, 'Cl': 2}",1.8
2dm-3524,"{'Te': 8, 'O': 18}",1.04
2dm-3525,"{'Sn': 8, 'Pt': 2}",1.2
2dm-3526,"{'Bi': 10, 'S': 10}",1.42
2dm-3528,"{'Zn': 1, 'In': 2, 'S': 4}",3.41
2dm-3530,"{'Ga': 2, 'Se': 2}",1.91
2dm-3531,"{'Sb': 4, 'Se': 6}",1.69
2dm-3532,"{'Sc': 2, 'Si': 6, 'Ni': 4}",3.52
2dm-3533,"{'Ca': 1, 'Th': 1, 'Br': 6}",1.43
2dm-3534,"{'Sr': 3, 'Co': 2, 'Cl': 2, 'O': 5}",2.95
2dm-3535,"{'In': 4, 'Te': 4, 'I': 4}",1.67
2dm-3536,"{'Rb': 2, 'Mn': 2, 'As': 2}",2.02
2dm-3537,"{'Mn': 2, 'Te': 3, 'O': 8}",1.64
2dm-3538,"{'Zr': 2, 'I': 2, 'N': 2}",1.9
2dm-3539,"{'K': 2, 'Mn': 2, 'P': 2}",1.96
2dm-3540,"{'Mg': 1, 'I': 2}",1.36
2dm-3542,"{'Zr': 1, 'Se': 2}",1.3
2dm-3545,"{'Ga': 2, 'Fe': 1, 'S': 4}",3.15
2dm-3546,"{'Tl': 2, 'Re': 6, 'Se': 8, 'Cl': 4}",2.05
2dm-3547,"{'K': 4, 'Ru': 2, 'Br': 12}",2.14
2dm-3548,"{'K': 2, 'Nb': 6, 'O': 16}",2.71
2dm-3549,"{'V': 2, 'Cl': 6}",1.19
2dm-3550,"{'Sb': 2, 'I': 6}",1.56
2dm-3552,"{'Te': 4, 'Pt': 3}",1.63
2dm-3553,"{'U': 2, 'Se': 4, 'O': 14}",1.21
2dm-3554,"{'Tl': 2, 'B': 2, 'S': 6}",1.27
2dm-3555,"{'Si': 1, 'Te': 2}",1.34
2dm-3556,"{'Al': 2, 'Cl': 2, 'O': 2}",1.55
2dm-3557,"{'Hg': 1, 'I': 2}",1.53
2dm-3558,"{'U': 2, 'I': 2, 'N': 2}",1.91
2dm-3559,"{'Pt': 2, 'Pb': 8}",1.28
2dm-3560,"{'Fe': 2, 'Sb': 4, 'S': 8}",2.62
2dm-3561,"{'Pb': 2, 'O': 2}",0.86
2dm-3562,"{'Pt': 4, 'I': 8}",1.96
2dm-3563,"{'Fe': 1, 'Si': 2}",1.35
2dm-3564,"{'Ce': 2, 'O': 3}",0.6
2dm-3565,"{'Li': 8, 'Te': 8, 'O': 20}",2.03
2dm-3566,"{'Lu': 2, 'S': 2, 'Br': 2}",1.92
2dm-3567,"{'Rb': 2, 'Mn': 2, 'P': 2}",2.04
2dm-3568,"{'Na': 4, 'Br': 2, 'O': 1}",2.89
2dm-3569,"{'Al': 1, 'Pd': 5, 'I': 2}",2.21
2dm-3570,"{'Ca': 2, 'H': 8, 'S': 2, 'O': 12}",2.32
2dm-3571,"{'In': 8, 'Se': 6}",3.15
2dm-3573,"{'Ni': 2, 'Te': 3, 'O': 8}",1.61
2dm-3575,"{'Rb': 2, 'Pb': 2, 'I': 6}",2.62
2dm-3576,"{'K': 2, 'Hg': 3, 'Ge': 2, 'S': 8}",1.09
2dm-3577,"{'In': 2, 'O': 3}",0.03
2dm-3579,"{'Ca': 4, 'Mg': 4, 'Si': 8, 'O': 24}",3.04
2dm-3580,"{'Cu': 4, 'H': 4, 'O': 4, 'F': 4}",1.19
2dm-3582,"{'La': 2, 'I': 6}",1.61
2dm-3583,"{'Sb': 4, 'S': 6}",1.54
2dm-3584,"{'Cu': 2, 'Bi': 2, 'S': 4}",1.89
2dm-3585,"{'In': 2, 'Cl': 2, 'O': 2}",1.75
2dm-3587,"{'Te': 2, 'Au': 1}",1.3
2dm-3589,"{'Pr': 4, 'Br': 10}",1.59
2dm-3590,"{'Bi': 1, 'Te': 1, 'I': 1}",1.56
2dm-3591,"{'Sb': 8, 'S': 8, 'O': 4}",1.11
2dm-3592,"{'Ca': 2, 'H': 2, 'I': 2}",1.77
2dm-3593,"{'K': 2, 'Mg': 1, 'Cl': 4}",3.08
2dm-3594,"{'W': 1, 'Se': 2}",1.37
2dm-3595,"{'Ca': 1, 'H': 2, 'O': 2}",1.53
2dm-3596,"{'Er': 2, 'S': 2, 'Cl': 2}",1.86
2dm-3597,"{'Y': 4, 'N': 2, 'Cl': 6}",1.79
2dm-3598,"{'In': 1, 'Ag': 1, 'P': 2, 'Se': 6}",1.48
2dm-3599,"{'Sc': 2, 'N': 1, 'Cl': 2}",1.97
2dm-3602,"{'In': 1, 'Ag': 1, 'P': 2, 'S': 6}",1.42
2dm-3603,"{'Ca': 2, 'Cl': 2, 'F': 2}",1.7
2dm-3604,"{'Ti': 2, 'Br': 2, 'O': 2}",1.58
2dm-3606,"{'Mn': 1, 'Br': 2}",1.24
2dm-3607,"{'Ti': 1, 'Cl': 2}",1.23
2dm-3608,"{'Ga': 2, 'S': 2}",1.86
2dm-3609,"{'Ta': 2, 'I': 4, 'O': 2}",1.5
2dm-3612,"{'Ga': 2, 'H': 2, 'O': 4}",1.93
2dm-3613,"{'Pb': 8, 'O': 12}",1.8
2dm-3614,"{'Sr': 3, 'Fe': 2, 'Cl': 2, 'O': 5}",2.94
2dm-3615,"{'Si': 6, 'As': 6}",1.59
2dm-3617,"{'Cr': 2, 'Cl': 2, 'O': 2}",1.59
2dm-3619,"{'Ge': 4, 'As': 8}",1.91
2dm-3620,"{'In': 2, 'Sb': 2, 'S': 6}",1.72
2dm-3621,"{'Rb': 2, 'Fe': 4, 'Te': 6}",1.4
2dm-3622,"{'V': 1, 'Cl': 2}",1.1
2dm-3623,"{'Cr': 1, 'I': 2}",1.35
2dm-3624,"{'Na': 2, 'Cl': 2, 'O': 8}",0.88
2dm-3625,"{'Pb': 2, 'Br': 2, 'F': 2}",1.89
2dm-3626,"{'Ti': 2, 'I': 2, 'N': 2}",1.73
2dm-3627,"{'Hf': 4, 'Cu': 2, 'Ge': 8}",4.61
2dm-3628,"{'Bi': 2, 'I': 6}",1.58
2dm-3629,"{'Sn': 2, 'O': 2}",0.84
2dm-3630,"{'Ca': 2, 'Cu': 1, 'Cl': 2, 'O': 2}",1.73
2dm-3631,"{'Mo': 12, 'S': 6, 'Br': 12}",1.92
2dm-3632,"{'Na': 2, 'Ga': 2, 'H': 8}",0.75
2dm-3634,"{'Pb': 2, 'C': 2, 'N': 4}",1.35
2dm-3635,"{'Nb': 2, 'S': 4, 'Cl': 4}",1.36
2dm-3636,"{'K': 2, 'Fe': 4, 'S': 6}",1.09
2dm-3637,"{'Rb': 2, 'Br': 2, 'F': 8}",1.08
2dm-3638,"{'Cu': 2, 'I': 2}",1.25
2dm-3639,"{'Ge': 4, 'As': 4, 'Se': 4}",1.29
2dm-3640,"{'La': 1, 'I': 2}",1.55
2dm-3642,"{'As': 4, 'O': 8}",1.58
2dm-3643,"{'Sr': 3, 'Fe': 2, 'Br': 2, 'O': 5}",3.01
2dm-3644,"{'Sr': 2, 'I': 2, 'F': 2}",1.9
2dm-3646,"{'Pb': 5, 'S': 2, 'I': 6}",1.73
2dm-3647,"{'Rb': 2, 'Pa': 2, 'F': 12}",1.08
2dm-3648,"{'Sr': 2, 'H': 2, 'I': 2}",1.85
2dm-3649,"{'Ca': 2, 'H': 8, 'Se': 2, 'O': 12}",2.43
2dm-3650,"{'Li': 2, 'H': 2, 'O': 2}",1.16
2dm-3651,"{'In': 8, 'Bi': 4, 'S': 18}",2.54
2dm-3652,"{'Ce': 1, 'Ge': 2}",1.02
2dm-3653,"{'Ge': 2, 'Te': 5, 'As': 2}",4.55
2dm-3654,"{'Sn': 2, 'S': 2}",1.3
2dm-3655,"{'Ti': 2, 'N': 2, 'Cl': 2}",1.59
2dm-3656,"{'Ti': 1, 'Te': 2}",1.41
2dm-3658,"{'Na': 8, 'Pb': 4, 'O': 8}",1.86
2dm-3659,"{'Sn': 2, 'Pb': 2, 'F': 8}",2.66
2dm-3661,"{'Dy': 2, 'S': 2, 'I': 2}",2.08
2dm-3662,"{'Rb': 4, 'P': 4, 'Se': 24}",1.73
2dm-3664,"{'V': 4, 'O': 10}",1.26
2dm-3665,"{'Ba': 2, 'N': 1}",1.24
2dm-3667,"{'In': 2, 'Br': 2, 'O': 2}",1.83
2dm-3668,"{'Nb': 4, 'Te': 12, 'I': 2}",1.55
2dm-3669,"{'Pb': 4, 'O': 4}",1.12
2dm-3670,"{'Nb': 4, 'Se': 6}",1.4
2dm-3671,"{'Ta': 4, 'Te': 10, 'Pd': 6}",1.47
2dm-3672,"{'Sr': 2, 'H': 8, 'O': 6}",2.06
2dm-3673,"{'Na': 4, 'S': 4, 'O': 8}",1.6
2dm-3675,"{'U': 2, 'Br': 8}",1.6
2dm-3676,"{'I': 4, 'O': 12}",1
2dm-3677,"{'Ca': 4, 'P': 4, 'H': 12, 'O': 16}",2.14
2dm-3678,"{'Bi': 2, 'Cl': 2, 'O': 2}",1.71
2dm-3679,"{'Dy': 2, 'S': 2, 'Br': 2}",1.97
2dm-3680,"{'Zn': 12, 'As': 8}",2.2
2dm-3682,"{'Na': 2, 'Fe': 2, 'As': 2}",1.59
2dm-3683,"{'Ca': 3, 'Cu': 2, 'Cl': 2, 'O': 4}",2.59
2dm-3684,"{'Bi': 18, 'I': 4}",4.07
2dm-3685,"{'Nb': 4, 'Ge': 2, 'Te': 8}",1.45
2dm-3686,"{'Hg': 1, 'I': 2}",1.5
2dm-3687,"{'Tm': 2, 'I': 2, 'O': 2}",1.83
